Ashbya.aceri.CP006258_atp6_mfannot	NODE_38_length_26805_cov_463.564202	70	74.081	6.19e-54	113	240	798	5139	5694
Ashbya.aceri.CP006258_cob_mfannot	NODE_38_length_26805_cov_463.564202	94	80.635	8.06e-134	257	517	1139	15467	16089
Ashbya.aceri.CP006258_cob_mfannot	NODE_38_length_26805_cov_463.564202	94	80.128	3.07e-93	184	25	487	13592	14054
Ashbya.aceri.CP006258_cox1_mfannot	NODE_38_length_26805_cov_463.564202	78	77.608	3.16e-129	249	91	867	10128	10904
Ashbya.aceri.CP006258_cox1_mfannot	NODE_38_length_26805_cov_463.564202	78	75.967	1.25e-63	131	871	1355	12491	12975
Ashbya.aceri.CP006258_cox2_mfannot	NODE_38_length_26805_cov_463.564202	62	83.582	8.80e-122	235	208	673	21034	21499
Ashbya.aceri.CP006258_cox3_mfannot	NODE_38_length_26805_cov_463.564202	76	71.339	1.40e-30	71	187	803	24895	25511
Barnettozyma.californica.KC993183_atp9_genbank	NODE_38_length_26805_cov_463.564202	96	77.828	7.98e-33	74	1	221	23643	23863
Barnettozyma.californica.KC993183_cob_genbank	NODE_38_length_26805_cov_463.564202	94	81.464	2.23e-144	276	511	1143	15461	16093
Barnettozyma.californica.KC993183_cob_genbank	NODE_38_length_26805_cov_463.564202	94	83.906	2.29e-124	240	24	488	13591	14055
Barnettozyma.californica.KC993183_cox1_genbank	NODE_38_length_26805_cov_463.564202	80	76.117	1.51e-107	210	97	867	10134	10904
Barnettozyma.californica.KC993183_cox1_genbank	NODE_38_length_26805_cov_463.564202	80	78.095	5.60e-87	173	871	1388	12491	13008
Barnettozyma.californica.KC993183_cox2_genbank	NODE_38_length_26805_cov_463.564202	88	78.963	1.47e-124	240	46	711	20866	21531
Barnettozyma.californica.KC993183_cox3_genbank	NODE_38_length_26805_cov_463.564202	97	71.180	1.78e-39	87	28	810	24736	25518
Barnettozyma.californica.KC993183_nad1_genbank	NODE_38_length_26805_cov_463.564202	67	77.396	2.65e-113	220	6	699	22432	23125
Barnettozyma.californica.KC993183_nad4_genbank	NODE_38_length_26805_cov_463.564202	58	78.158	1.28e-142	273	342	1170	6450	7277
Barnettozyma.californica.KC993183_nad5_genbank	NODE_38_length_26805_cov_463.564202	46	74.419	8.57e-91	180	342	1215	8248	9120
Brettanomyces.bruxellensis.GQ354526_cob_genbank	NODE_38_length_26805_cov_463.564202	96	79.878	1.75e-130	251	499	1145	15446	16092
Brettanomyces.bruxellensis.GQ354526_cob_genbank	NODE_38_length_26805_cov_463.564202	96	78.038	6.82e-75	151	8	469	13576	14033
Brettanomyces.bruxellensis.GQ354526_cox1_genbank	NODE_38_length_26805_cov_463.564202	68	77.292	5.79e-72	146	895	1367	12491	12964
Brettanomyces.bruxellensis.GQ354526_cox1_genbank	NODE_38_length_26805_cov_463.564202	68	74.498	1.62e-67	138	262	894	10275	10907
Brettanomyces.bruxellensis.GQ354526_cox2_genbank	NODE_38_length_26805_cov_463.564202	90	79.460	1.43e-129	249	28	688	20866	21525
Brettanomyces.bruxellensis.GQ354526_cox3_genbank	NODE_38_length_26805_cov_463.564202	76	71.880	1.07e-36	82	190	805	24898	25513
Brettanomyces.bruxellensis.GQ354526_nad1_genbank	NODE_38_length_26805_cov_463.564202	66	74.298	6.21e-75	151	71	770	22473	23172
Brettanomyces.bruxellensis.GQ354526_nad3_genbank	NODE_38_length_26805_cov_463.564202	37	75.758	4.47e-13	39	200	358	410	568
Brettanomyces.bruxellensis.GQ354526_nad4_genbank	NODE_38_length_26805_cov_463.564202	67	77.644	9.74e-164	311	364	1339	6456	7433
Brettanomyces.bruxellensis.GQ354526_nad5_genbank	NODE_38_length_26805_cov_463.564202	38	76.732	3.96e-104	204	675	1414	8577	9313
Brettanomyces.custersianus.GQ354525_atp6_genbank	NODE_38_length_26805_cov_463.564202	69	73.007	2.19e-38	85	196	729	5125	5655
Brettanomyces.custersianus.GQ354525_atp9_genbank	NODE_38_length_26805_cov_463.564202	97	75.664	6.26e-24	58	1	223	23643	23865
Brettanomyces.custersianus.GQ354525_cob_genbank	NODE_38_length_26805_cov_463.564202	88	81.371	1.06e-127	246	496	1059	15443	16006
Brettanomyces.custersianus.GQ354525_cob_genbank	NODE_38_length_26805_cov_463.564202	88	79.355	6.72e-85	169	13	469	13577	14033
